Start,Real Load,Load Forecast,Error_Forecasting_Load,Error_For_Load_%,Price (EUR/Mwh)
2025-06-19,46282.387083333335,45670.2253125,612.1617708333335,1.6375587226097938,57.58645833333333
2025-06-20,46419.72447916667,47564.60093750001,-1144.8764583333334,-2.135012060788885,82.35875
2025-06-21,42573.948541666665,43881.78885416667,-1307.8403124999998,-2.8132029059515973,69.92958333333333
2025-06-22,41294.53666666667,43854.598229166666,-2560.0615625,-5.676976486474815,44.87802083333333
2025-06-23,54104.566458333335,52751.53322916667,1353.0332291666666,2.6075510526390464,49.9984375
2025-06-24,53958.911041666666,52870.903958333336,1088.0070833333336,2.408996491649017,44.830000000000005
2025-06-25,54253.29177083333,53822.080937499995,431.21083333333337,1.1099690231204826,78.64666666666666
2025-06-26,54698.068125,54307.10291666666,390.96520833333324,0.8530445566882238,94.559375
2025-06-27,54185.10958333333,53016.91510416666,1168.1944791666667,2.342773218886863,76.061875
2025-06-28,45342.84645833333,44656.76072916667,686.0857291666663,1.734396812328251,51.9790625
2025-06-29,43089.2171875,43583.95927083333,-494.74208333333337,-0.8850533181903959,55.91395833333333
2025-06-30,52451.616875,52843.16270833334,-391.5458333333333,-0.25123788707823014,101.81729166666666
2025-07-01,56027.00708333333,53423.75895833334,2603.2481250000005,5.031590318875536,115.42562500000001
2025-07-02,56647.2725,54182.744375,2464.528125,4.845455018073937,106.59427083333333
2025-07-03,55672.464166666665,53683.80104166667,1988.663125,3.7305170782944894,86.53864583333332
2025-07-04,52806.22645833334,54102.81541666667,-1296.5889583333337,-2.1608387145858106,85.66760416666666
2025-07-05,45205.33302083333,45937.05385416667,-731.720833333333,-1.3844375348633593,55.66677083333334
2025-07-06,42903.980416666665,45034.50239583334,-2130.521979166667,-4.62022748586294,67.00166666666667
2025-07-07,53398.48239583333,53777.1834375,-378.7010416666664,-0.6834029107171745,87.19427083333333
2025-07-08,53439.9078125,55087.67458333333,-1647.7667708333336,-2.9865182634428087,91.50114583333334
2025-07-09,52888.89333333333,53478.082395833335,-589.1890624999997,-1.1172849353250023,93.97041666666667
2025-07-10,52193.276979166665,53143.192187500004,-949.9152083333337,-1.5737180670771977,94.3384375
2025-07-11,51712.223437500004,53057.861666666664,-1345.638229166667,-2.4330367163204114,87.85833333333333
2025-07-12,44683.6484375,45715.807708333334,-1032.1592708333333,-2.160386948672401,66.80739583333333
2025-07-13,41848.1721875,44642.52708333333,-2794.3548958333336,-6.08996875009877,70.2990625
2025-07-14,52504.143854166665,53019.06145833334,-514.9176041666666,-0.7692315319744236,105.501875
2025-07-15,52092.056875,53389.99270833333,-1297.9358333333332,-2.2431073939455266,91.67708333333333
2025-07-16,52576.6059375,52475.29854166667,101.30739583333327,0.15997845438104094,96.57968749999999
2025-07-17,52353.23197916666,51183.535625,1169.696354166667,2.1876943650178595,95.09083333333332
2025-07-18,50805.050833333335,51591.449166666665,-786.398333333333,-1.4545412979958368,104.64552083333332
2025-07-19,44009.76520833333,44517.95145833333,-508.1862499999998,-0.857948338834342,74.99791666666667
2025-07-20,41949.93864583333,44231.09614583334,-2281.1575,-4.883183850206319,73.5353125
2025-07-21,52928.4675,53177.76770833333,-249.30020833333333,-0.38015985263290203,102.46989583333334
2025-07-22,52491.0609375,53155.182708333334,-664.1217708333332,-1.2805722534919386,79.99854166666667
2025-07-23,53164.4634375,52429.299166666664,735.1642708333328,1.486593426998251,78.74979166666667
2025-07-24,52561.36989583333,52424.88302083333,136.48687500000005,0.4045721039284777,102.88437499999999
2025-07-25,51464.050729166665,51576.21031250001,-112.15958333333326,-0.14534248760999002,97.80093749999999
2025-07-26,43921.674166666664,44241.408541666664,-319.7343750000002,-0.5589485775647325,88.950625
2025-07-27,41113.36625,43760.59208333333,-2647.2258333333325,-5.928025917870719,79.12916666666666
2025-07-28,50280.4084375,52875.879791666666,-2595.4713541666665,-4.761931797188555,84.93104166666667
2025-07-29,51141.2434375,52766.075000000004,-1624.8315624999996,-3.0038192567375854,77.23489583333334
2025-07-30,51876.73604166667,51914.17822916667,-37.44218749999967,-0.07987350243520437,80.30020833333333
2025-07-31,51623.89427083333,52654.88270833334,-1030.9884375,-1.5754833013787242,83.72156249999999
2025-08-01,50434.24385416667,51622.301666666666,-1188.0578125,-2.1825118340521033,93.17812500000001
2025-08-02,43214.214583333334,44916.5753125,-1702.3607291666665,-3.7382914391140143,72.3353125
2025-08-03,41083.7128125,43589.370416666665,-2505.6576041666667,-5.683355270839413,57.38677083333334
2025-08-04,49948.90562500001,51949.608125,-2000.7024999999994,-3.623573851535172,82.9975
2025-08-05,51642.66541666666,51606.097708333335,36.567708333332945,-0.08579003379559412,40.4034375
2025-08-06,50548.44333333333,50573.10427083333,-24.66093749999959,0.04983129576310402,59.99885416666667
2025-08-07,50865.940520833334,51083.262812500005,-217.32229166666653,-0.3268458044160332,74.77916666666667
2025-08-08,50298.95927083333,51166.379583333335,-867.4203125,-1.4538519247776887,77.11104166666667
2025-08-09,43709.441458333335,43741.42729166666,-31.98583333333347,0.21519122177502548,62.630625
2025-08-10,40760.04864583333,43026.456249999996,-2266.4076041666667,-4.950797784189085,43.120000000000005
2025-08-11,49488.39989583333,50897.2615625,-1408.8616666666667,-2.4253095729787773,83.95125
2025-08-12,52035.78020833334,51533.80760416667,501.9726041666668,1.1736307553938663,88.00208333333335
2025-08-13,53569.61729166666,50949.934375000004,2619.6829166666666,5.294604010581516,94.25156249999999
2025-08-14,54809.92697916667,51076.338229166664,3733.5887499999994,7.541492663899208,109.45270833333332
2025-08-15,51907.21947916667,49387.300104166665,2519.919375,5.251513514752825,74.908125
2025-08-16,44988.692187500004,45041.291874999995,-52.5996874999994,0.004051686021642023,60.9659375
2025-08-17,41151.410729166666,43131.98166666667,-1980.5709375000004,-4.476784215526869,62.16322916666667
2025-08-18,50175.57135416666,50690.96708333333,-515.3957291666669,-0.6490372894036319,97.746875
2025-08-19,51776.447187499994,52409.38229166667,-632.9351041666666,-1.0673032706941321,84.29364583333333
2025-08-20,52653.807812499996,51757.144166666665,896.663645833334,1.768518500694339,89.66197916666665
2025-08-21,52686.573124999995,51810.096874999996,876.4762499999997,1.7294085137938213,90.28614583333332
2025-08-22,50774.94333333333,51145.39791666667,-370.4545833333332,-0.767261476939696,75.37958333333334
2025-08-23,43853.52489583333,44718.44468750001,-864.9197916666662,-1.8725828361016257,65.24875
2025-08-24,40383.354375,42976.88875,-2593.5343750000006,-5.903605354728854,61.748645833333335
2025-08-25,50113.02104166666,51221.46197916666,-1108.4409375000002,-2.0151637386040426,87.49802083333333
2025-08-26,52021.42979166666,51988.58083333333,32.84895833333355,0.026018032672944207,97.09270833333333
2025-08-27,53900.92125000001,52467.82677083334,1433.0944791666664,2.7378418100918456,104.99874999999999
2025-08-28,54951.278958333336,52580.066041666665,2371.212916666667,4.433225154067896,120.93541666666665
2025-08-29,52361.16947916666,51890.47947916667,470.6899999999998,0.9389039131684193,96.85822916666666
2025-08-30,44303.58541666667,45207.098541666666,-903.5131250000001,-1.8972460830964535,70.71364583333333
2025-08-31,41918.7621875,44138.00052083333,-2219.238333333334,-4.913736693582547,59.2815625
2025-09-01,52563.551458333335,51936.39979166666,627.1516666666663,1.2874275349369386,94.49874999999999
2025-09-02,53955.11510416667,52739.194375,1215.9207291666667,2.2866272208321234,114.49895833333333
2025-09-03,55150.7240625,52978.322187499994,2172.401875,4.077672176295293,67.49864583333333
2025-09-04,54867.98604166667,53474.81968750001,1393.166354166667,2.842093484957204,92.20156250000001
2025-09-05,53018.34520833333,52861.198854166665,157.14635416666678,0.32569490730179224,106.9965625
2025-09-06,44126.229687499996,44954.10083333333,-827.8711458333337,-1.8061920783032306,79.88791666666667
2025-09-07,41693.692291666666,44216.432708333334,-2522.7404166666665,-5.593338645626717,51.72479166666667
2025-09-08,53044.32093749999,53813.019583333335,-768.6986458333336,-1.3618242576114514,112.00302083333332
2025-09-09,54931.34229166667,54059.86052083334,871.4817708333336,1.424568032179625,138.998125
2025-09-10,54304.238958333335,53853.56385416666,450.6751041666669,0.7366353091087285,135.00114583333334
2025-09-11,53827.168333333335,54303.42677083333,-476.2584374999999,-1.110881037712914,75.699375
2025-09-12,53007.245625,53927.62770833333,-920.3820833333342,-1.7572882547620485,58.29791666666667
2025-09-13,44931.13572916667,45496.491875,-565.3561458333331,-1.2720571505534286,62.422291666666666
2025-09-14,42074.74760416667,44597.449791666666,-2522.7021874999996,-5.685405062191479,63.25104166666667
2025-09-15,54543.729687499996,54410.768229166664,132.96145833333262,0.22206272823370857,19.486145833333335
2025-09-16,55230.666354166664,54734.643437499995,496.02291666666696,0.7801770072844915,16.7525
2025-09-17,54358.59437499999,54242.8246875,115.76968749999946,0.11696172345417738,73.2371875
2025-09-18,54362.042395833334,54410.58104166667,-48.53864583333302,-0.28886190982120985,68.49958333333333
2025-09-19,53316.08541666667,54833.769895833335,-1517.6844791666665,-2.6381267551302696,88.58760416666667
2025-09-20,45024.283124999994,46255.80052083333,-1231.5173958333332,-2.6961839887418004,61.6865625
2025-09-21,43699.0325,45107.236770833326,-1408.2042708333329,-3.2399564761292616,44.99666666666667
2025-09-22,53809.5246875,52944.52854166667,864.9961458333336,1.4773676219355174,111.51687500000001
2025-09-23,54905.05552083333,54209.41572916667,695.6397916666668,1.1496529400624458,109.56604166666666
2025-09-24,55541.885416666664,54474.668750000004,1067.2166666666665,1.7021945934966045,85.395
2025-09-25,56893.09552083333,54820.82541666667,2072.2701041666664,3.621151171987559,74.26729166666667
2025-09-26,55734.86114583333,54201.90895833333,1532.9521875000003,2.645971258212937,95.4253125
2025-09-27,46486.689791666664,46011.2109375,475.4788541666666,1.0001760836676317,93.0003125
2025-09-28,43876.331145833334,45425.24895833334,-1548.9178124999999,-3.247274391673784,84.24968750000001
2025-09-29,54354.39260416667,55413.558645833335,-1059.1660416666666,-1.7236331683154749,133.40958333333333
2025-09-30,55676.94416666666,55709.20447916666,-32.2603124999999,0.014950447695649564,137.1025
2025-10-01,55881.35864583333,55980.442500000005,-99.08385416666708,-0.10681657251505772,146.39958333333334
2025-10-02,55061.137812500005,54741.9228125,319.21500000000043,0.6247637772470207,103.40427083333333
2025-10-03,46501.448124999995,47515.495520833334,-1014.0473958333336,-2.148674469159971,63.69854166666667
2025-10-04,49180.02177083333,47649.1615625,1530.8602083333328,2.9925990781352474,-1.9233333333333336
2025-10-05,47655.89145833333,47132.543854166666,523.3476041666665,1.055406938675662,-1.0621875
2025-10-06,57094.542916666665,56417.06135416666,677.4815625,1.2324580563201986,70.9990625
2025-10-07,57806.92770833333,56476.010833333334,1330.916875,2.3556301081998305,139.49854166666668
2025-10-08,57621.25718750001,56535.31427083333,1085.9429166666666,1.9229381768970961,128.61125
2025-10-09,57696.99916666667,56169.32791666666,1527.6712500000003,2.585591484892975,106.1559375
2025-10-10,56568.41364583333,56368.2184375,200.19520833333345,0.3836580626020347,94.65979166666666
2025-10-11,47901.036875,48442.676875000005,-541.6400000000001,-1.0309872996375724,89.77916666666665
2025-10-12,44783.93697916667,47716.69572916667,-2932.7587499999995,-6.1610414211271625,88.54375
2025-10-13,55801.471979166665,56606.07604166667,-804.6040624999999,-1.4602488302421388,146.91416666666666
2025-10-14,57171.552395833336,56619.30520833333,552.2471875000003,1.0409800307702592,139.6684375
2025-10-15,57721.579375,56742.8603125,978.7190624999994,1.6751190864449945,144.20874999999998
2025-10-16,58075.25791666666,56568.43927083333,1506.8186458333332,2.838284217953325,104.79989583333334
2025-10-17,57118.41552083333,56178.6528125,939.7627083333329,1.7043988503418817,108.77385416666668
2025-10-18,48043.90604166667,48164.07854166667,-120.17249999999974,-0.15156700063979117,98.9996875
